Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2/25/2020,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2/26/2020,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2/27/2020,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2/28/2020,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,2/29/2020,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/1/2020,,1,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/2/2020,,3,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/3/2020,,5,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/4/2020,,12,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/5/2020,,12,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/6/2020,,17,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/7/2020,,17,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/8/2020,,19,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/9/2020,,20,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/10/2020,,20,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/11/2020,,20,
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/12/2020,,24,1
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/13/2020,,26,2
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/14/2020,,37,3
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/15/2020,,48,4
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/16/2020,,54,4
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/17/2020,,60,4
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/18/2020,,74,7
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/19/2020,,87,9
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/20/2020,,90,11
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/21/2020,,139,15
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/22/2020,,201,17
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/23/2020,,230,17
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/24/2020,,264,19
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/25/2020,,302,21
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/26/2020,,367,25
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/27/2020,,409,26
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/28/2020,,454,29
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/29/2020,,511,31
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/30/2020,,584,35
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,3/31/2020,,716,44
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/1/2020,200,847,58
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/2/2020,,986,86
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/3/2020,,1171,105
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/4/2020,,1251,130
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/5/2020,,1320,152
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/6/2020,,1423,173
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/7/2020,,1468,193
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/8/2020,,1572,205
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/9/2020,,1666,235
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/10/2020,,1761,256
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/11/2020,,1825,275
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/12/2020,,1914,293
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/13/2020,,1983,313
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/14/2020,,2070,326
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/15/2020,,2160,336
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/16/2020,,2268,348
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/17/2020,,2418,364
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/18/2020,,2534,367
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/19/2020,,2629,375
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/20/2020,,2718,384
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/21/2020,,2811,392
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/22/2020,,2910,402
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/23/2020,,3007,407
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/24/2020,,3127,415
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/25/2020,,3256,419
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/26/2020,,3382,425
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/27/2020,,3517,432
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/28/2020,,3649,437
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/29/2020,,3848,444
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,4/30/2020,,4006,450
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/1/2020,400,4154,453
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/2/2020,,4295,459
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/3/2020,,4474,463
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/4/2020,,4648,465
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/5/2020,,4838,470
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/6/2020,,4997,476
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/7/2020,,5182,483
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/8/2020,,5369,488
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/9/2020,,5558,494
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/10/2020,,5723,502
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/11/2020,,5891,507
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/12/2020,,6067,515
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/13/2020,,6253,522
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/14/2020,,6442,529
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/15/2020,,6629,536
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/16/2020,,6821,542
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/17/2020,,7019,548
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/18/2020,,7201,555
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/19/2020,,7377,561
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/20/2020,,7542,568
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/21/2020,,7728,575
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/22/2020,,7918,582
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/23/2020,,8113,592
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/24/2020,,8306,600
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/25/2020,,8503,609
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/26/2020,,8697,617
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/27/2020,,8857,623
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/28/2020,,8997,630
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/29/2020,,9134,638
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/30/2020,,9267,646
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,5/31/2020,,9394,653
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/1/2020,,9513,661
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/2/2020,,9626,667
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/3/2020,,9733,673
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/4/2020,,9831,681
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/5/2020,,9935,690
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/6/2020,,10050,698
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/7/2020,,10154,707
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/8/2020,,10265,715
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/9/2020,,10382,724
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/10/2020,,10484,732
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/11/2020,,10589,741
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/12/2020,,10698,751
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/13/2020,,10810,760
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/14/2020,,10919,767
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/15/2020,,11031,777
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/16/2020,,11147,788
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/17/2020,,11268,799
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/18/2020,,11385,811
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/19/2020,,11504,825
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/20/2020,,11631,837
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/21/2020,,11771,845
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/22/2020,,11920,852
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/23/2020,,12076,861
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/24/2020,,12248,869
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/25/2020,,12445,878
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/26/2020,2500,12685,885
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/27/2020,,12968,892
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/28/2020,,13273,897
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/29/2020,,13571,905
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,6/30/2020,,13907,912
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/1/2020,,14272,920
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/2/2020,,14657,928
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/3/2020,,15070,937
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/4/2020,,15500,946
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/5/2020,,15941,952
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/6/2020,,16404,959
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/7/2020,,16879,968
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/8/2020,,17348,978
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/9/2020,,17808,988
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/10/2020,,18242,996
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/11/2020,,18712,1004
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/12/2020,,19195,1011
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/13/2020,,19689,1018
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/14/2020,,20216,1028
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/15/2020,,20770,1040
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/16/2020,,21355,1052
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/17/2020,,21948,1057
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/18/2020,,22549,1068
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/19/2020,,23084,1078
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/20/2020,,23691,1087
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/21/2020,,24278,1100
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/22/2020,,24872,1111
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/23/2020,,25484,1124
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/24/2020,,26159,1136
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/25/2020,,26764,1146
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/26/2020,,27357,1155
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/27/2020,,27973,1163
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/28/2020,,28615,1174
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/29/2020,,29229,1186
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/30/2020,,29831,1200
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,7/31/2020,,30394,1210
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/1/2020,,30950,1223
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/2/2020,,31465,1231
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/3/2020,,31972,1239
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/4/2020,,32504,1248
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/5/2020,,33055,1261
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/6/2020,,33626,1273
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/7/2020,,34155,1282
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/8/2020,,34693,1293
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/9/2020,,35160,1302
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/10/2020,,35712,1312
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/11/2020,,36204,1322
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/12/2020,,36699,1333
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/13/2020,,37187,1341
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/14/2020,,37664,1351
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/15/2020,,38133,1360
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/16/2020,,38583,1370
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/17/2020,,39025,1379
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/18/2020,,39444,1391
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/19/2020,,39847,1402
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/20/2020,,40258,1411
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/21/2020,,40667,1418
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/22/2020,,41068,1424
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/23/2020,,41460,1435
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/24/2020,,41858,1446
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/25/2020,,42228,1456
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/26/2020,,42619,1465
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/27/2020,,43016,1475
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/28/2020,,43403,1483
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/29/2020,,43781,1491
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/30/2020,,44146,1501
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,8/31/2020,,44494,1510
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/1/2020,,44833,1518
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/2/2020,,45158,1523
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/3/2020,,45469,1529
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/4/2020,,45773,1539
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/5/2020,,46071,1549
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/6/2020,,46364,1556
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/7/2020,,46653,1562
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/8/2020,,46938,1571
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/9/2020,,47216,1581
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/10/2020,,47488,1591
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/11/2020,,47752,1599
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/12/2020,,48007,1605
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/13/2020,,48254,1612
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/14/2020,,48496,1620
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/15/2020,,48734,1632
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/16/2020,,48966,1645
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/17/2020,,49194,1654
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/18/2020,,49413,1659
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/19/2020,,49623,1665
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/20/2020,,49826,1672
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/21/2020,,50023,1679
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/22/2020,,50214,1689
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/23/2020,,50400,1698
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/24/2020,,50579,1703
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/25/2020,,50754,1707
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/26/2020,,50914,1711
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/27/2020,,51067,1714
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/28/2020,,51213,1719
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/29/2020,,51368,1726
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,9/30/2020,,51530,1736
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/1/2020,,51690,1741
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/2/2020,,51847,1749
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/3/2020,,51995,1756
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/4/2020,,52136,1760
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/5/2020,,52270,1768
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/6/2020,,52399,1768
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/7/2020,,52520,1771
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/8/2020,,52658,1783
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/9/2020,,52804,1789
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/10/2020,,52940,1795
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/11/2020,,53072,1801
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/12/2020,,53325,1809
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/13/2020,,53399,1818
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/14/2020,,53584,1827
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/15/2020,,53777,1827
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/16/2020,,53998,1841
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/17/2020,,54203,1846
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/18/2020,,54402,1856
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/19/2020,,54616,1865
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/20/2020,,54829,1873
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/21/2020,,55081,1880
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/22/2020,,55357,1888
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/23/2020,,55630,1897
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/24/2020,,55880,1907
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/25/2020,,56143,1914
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/26/2020,,56419,1922
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/27/2020,,56706,1931
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/28/2020,,57026,1941
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/29/2020,,57332,1949
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/30/2020,,57651,1956
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,10/31/2020,,57942,1964
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/1/2020,,58272,1973
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/2/2020,,58574,1980
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/3/2020,,58979,1980
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/4/2020,,59527,1999
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/5/2020,,60169,2011
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/6/2020,,60800,2024
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/7/2020,,61381,2036
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/8/2020,,62051,2048
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/9/2020,,62693,2062
Algeria,Africa,28.03,1.66,25,1.9,1.83,4044.3,41318142,29,6,11/10/2020,,63446,2077
