Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,12/29/2020,,190404,1404
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,12/30/2020,,192361,1414
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,12/31/2020,,194284,1424
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/1/2021,,196223,1433
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/2/2021,,198125,1442
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/3/2021,,199962,1451
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/4/2021,,201831,1461
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/5/2021,,203104,1471
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/6/2021,,204958,1480
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/7/2021,,206796,1489
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/8/2021,,208601,1498
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/9/2021,,210368,1507
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/10/2021,,212201,1517
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/11/2021,,213993,1526
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/12/2021,,215724,1535
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/13/2021,,217696,1544
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/14/2021,,219663,1554
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/15/2021,,221604,1564
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/16/2021,,223537,1573
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/17/2021,,225461,1582
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/18/2021,,227360,1591
Belarus,Europe,53.71,27.95,8,11,4.07,17167.97,9507875,40,15,1/19/2021,,228716,1601
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/4/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/5/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/6/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/7/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/8/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/9/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/10/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/11/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/12/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/13/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/14/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/15/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/16/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/17/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/18/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/19/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/20/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/21/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/22/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/23/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/24/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/25/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/26/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/27/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/28/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,2/29/2020,,1,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/1/2020,82,2,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/2/2020,317,8,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/3/2020,538,13,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/4/2020,701,23,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/5/2020,773,50,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/6/2020,1119,109,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/7/2020,475,169,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/8/2020,483,200,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/9/2020,610,239,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/10/2020,804,267,
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/11/2020,1108,314,3
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/12/2020,1438,314,3
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/13/2020,2524,559,3
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/14/2020,2171,689,4
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/15/2020,1269,886,4
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/16/2020,1892,1058,5
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/17/2020,2255,1243,10
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/18/2020,2714,1486,14
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/19/2020,3395,1795,21
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/20/2020,3120,2257,37
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/21/2020,2276,2815,67
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/22/2020,1414,3401,75
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/23/2020,3322,3743,88
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/24/2020,3975,4269,122
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/25/2020,4282,4937,178
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/26/2020,4363,6235,220
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/27/2020,4930,7284,289
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/28/2020,3850,9134,353
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/29/2020,2419,10836,431
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/30/2020,4101,11899,513
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,3/31/2020,6432,12775,705
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/1/2020,5891,13964,828
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/2/2020,6088,15348,1011
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/3/2020,6718,16770,1143
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/4/2020,5368,18431,1283
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/5/2020,3828,19691,1447
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/6/2020,5840,20814,1632
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/7/2020,7509,22194,2035
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/8/2020,7972,23403,2240
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/9/2020,8224,24983,2523
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/10/2020,8537,26667,3019
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/11/2020,8148,28018,3346
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/12/2020,7287,29647,3600
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/13/2020,6698,30589,3903
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/14/2020,8163,31119,4157
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/15/2020,10984,33573,4440
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/16/2020,10742,34809,4857
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/17/2020,11300,36138,5163
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/18/2020,10312,37183,5453
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/19/2020,7200,38496,5683
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/20/2020,11916,39983,5828
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/21/2020,10878,40956,5998
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/22/2020,15588,41889,6262
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/23/2020,17379,42797,6490
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/24/2020,19068,44293,6679
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/25/2020,17193,45325,6917
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/26/2020,13879,46134,7094
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/27/2020,17472,46687,7207
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/28/2020,20371,47334,7331
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/29/2020,22660,47859,7501
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,4/30/2020,24870,48519,7594
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/1/2020,23551,49032,7703
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/2/2020,16482,49517,7765
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/3/2020,13430,49906,7844
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/4/2020,23199,50267,7924
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/5/2020,21521,50509,8016
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/6/2020,20762,50781,8339
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/7/2020,22031,51420,8415
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/8/2020,25882,52011,8521
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/9/2020,21012,52596,8581
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/10/2020,12301,53081,8656
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/11/2020,11055,53449,8707
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/12/2020,20515,53779,8761
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/13/2020,23140,53981,8843
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/14/2020,20263,54288,8903
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/15/2020,20884,54644,8959
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/16/2020,14425,54989,9005
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/17/2020,10103,55280,9052
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/18/2020,10710,55559,9080
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/19/2020,16701,55791,9108
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/20/2020,18759,55983,9150
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/21/2020,9878,56235,9186
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/22/2020,13278,56511,9212
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/23/2020,9227,56810,9237
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/24/2020,7022,57092,9280
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/25/2020,9982,57342,9312
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/26/2020,16225,57455,9334
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/27/2020,17772,57592,9364
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/28/2020,13090,57849,9388
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/29/2020,13616,58061,9430
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/30/2020,9729,58186,9453
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,5/31/2020,6795,58381,9467
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/1/2020,5438,58517,9486
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/2/2020,10656,58615,9505
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/3/2020,14800,58685,9522
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/4/2020,12842,58767,9548
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/5/2020,13083,58907,9566
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/6/2020,11865,59072,9580
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/7/2020,7307,59226,9595
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/8/2020,11013,59348,9606
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/9/2020,15085,59437,9619
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/10/2020,14326,59569,9629
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/11/2020,13941,59711,9636
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/12/2020,13743,59819,9646
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/13/2020,12521,59918,9650
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/14/2020,6245,60029,9655
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/15/2020,11905,60100,9661
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/16/2020,15194,60155,9663
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/17/2020,15312,60244,9675
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/18/2020,13959,60348,9683
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/19/2020,13395,60476,9695
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/20/2020,12534,60550,9696
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/21/2020,6602,60550,9696
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/22/2020,11129,60550,9696
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/23/2020,17383,60810,9713
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/24/2020,18466,60898,9722
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/25/2020,15202,61007,9726
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/26/2020,14554,61106,9731
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/27/2020,10950,61209,9732
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/28/2020,6184,61295,9732
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/29/2020,11992,61361,9732
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,6/30/2020,16062,61427,9747
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/1/2020,15172,61509,9754
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/2/2020,13607,61598,9761
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/3/2020,12376,61727,9765
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/4/2020,10003,61838,9771
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/5/2020,5800,62016,9771
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/6/2020,10721,62058,9774
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/7/2020,13924,62058,9774
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/8/2020,13859,62123,9776
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/9/2020,12535,62210,9778
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/10/2020,12022,62357,9781
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/11/2020,9290,62469,9782
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/12/2020,5622,62707,9782
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/13/2020,10241,62707,9782
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/14/2020,15070,62781,9787
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/15/2020,16354,62872,9788
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/16/2020,14479,63238,9795
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/17/2020,13993,63499,9800
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/18/2020,10449,63706,9800
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/19/2020,6279,63706,9800
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/20/2020,11901,64094,9805
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/21/2020,11987,64258,9805
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/22/2020,13283,64627,9808
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/23/2020,18285,64847,9812
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/24/2020,18678,65199,9817
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/25/2020,14507,65727,9821
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/26/2020,10981,66026,9821
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/27/2020,14560,66428,9822
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/28/2020,25521,66662,9833
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/29/2020,25480,67335,9836
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/30/2020,26134,68006,9840
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,7/31/2020,21530,68751,9841
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/1/2020,20418,69402,9845
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/2/2020,11695,69849,9845
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/3/2020,16827,70314,9850
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/4/2020,25451,70648,9852
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/5/2020,26379,71158,9859
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/6/2020,23195,72016,9861
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/7/2020,22826,72784,9866
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/8/2020,16668,73401,9870
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/9/2020,9956,74152,9872
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/10/2020,17036,74620,9879
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/11/2020,25658,75008,9885
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/12/2020,22073,75647,9900
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/13/2020,21859,76191,9916
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/14/2020,18676,77113,9924
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/15/2020,12981,77869,9935
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/16/2020,8932,78323,9939
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/17/2020,17998,78534,9944
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/18/2020,27111,78897,9959
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/19/2020,23088,79479,9969
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/20/2020,23852,80178,9976
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/21/2020,20813,80894,9985
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/22/2020,15631,81468,9988
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/23/2020,8529,81936,9992
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/24/2020,17609,82092,9996
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/25/2020,27040,82447,9996
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/26/2020,24596,83030,9879
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/27/2020,21308,83500,9884
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/28/2020,25114,83952,9886
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/29/2020,19052,84599,9891
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/30/2020,10600,85042,9894
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,8/31/2020,19657,85236,9895
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/1/2020,28223,85487,9897
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/2/2020,30069,85911,9898
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/3/2020,24017,86544,9899
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/4/2020,26583,87174,9901
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/5/2020,19740,87825,9906
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/6/2020,10963,88367,9907
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/7/2020,23129,88769,9909
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/8/2020,35123,89141,9912
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/9/2020,35047,89691,9917
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/10/2020,36232,90568,9917
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/11/2020,38042,91537,9919
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/12/2020,27126,92478,9923
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/13/2020,19155,93455,9925
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/14/2020,29307,94306,9927
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/15/2020,42303,94795,9930
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/16/2020,46674,95948,9935
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/17/2020,43222,97976,9936
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/18/2020,41428,99649,9937
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/19/2020,26392,100748,9944
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/20/2020,21874,102295,9948
Belgium,Europe,50.5,4.47,10,5.64,3.01,42658.58,11372068,41,19,9/21/2020,34932,103392,9950
